#word	freqcount	cdcount	subtlwf	lg10wf	subtlcd	lg10cd
grump	17	11	0.33	1.2553	0.13	1.0792
grungy	12	11	0.24	1.1139	0.13	1.0792
gu	20	11	0.39	1.3222	0.13	1.0792
guava	13	11	0.25	1.1461	0.13	1.0792
guerillas	17	11	0.33	1.2553	0.13	1.0792
guerre	11	11	0.22	1.0792	0.13	1.0792
guiltier	11	11	0.22	1.0792	0.13	1.0792
gumby	15	11	0.29	1.2041	0.13	1.0792
gunter	25	11	0.49	1.4150	0.13	1.0792
guppies	12	11	0.24	1.1139	0.13	1.0792
gusts	11	11	0.22	1.0792	0.13	1.0792
guzzle	12	11	0.24	1.1139	0.13	1.0792
habitation	11	11	0.22	1.0792	0.13	1.0792
hacky	14	11	0.27	1.1761	0.13	1.0792
haired	12	11	0.24	1.1139	0.13	1.0792
hairnet	12	11	0.24	1.1139	0.13	1.0792
hairpiece	19	11	0.37	1.3010	0.13	1.0792
hammy	34	11	0.67	1.5441	0.13	1.0792
hangouts	11	11	0.22	1.0792	0.13	1.0792
harlequin	17	11	0.33	1.2553	0.13	1.0792
hawaiians	14	11	0.27	1.1761	0.13	1.0792
hayseed	16	11	0.31	1.2304	0.13	1.0792
headcase	14	11	0.27	1.1761	0.13	1.0792
headhunters	15	11	0.29	1.2041	0.13	1.0792
headmistress	16	11	0.31	1.2304	0.13	1.0792
heartstrings	14	11	0.27	1.1761	0.13	1.0792
heavyweights	11	11	0.22	1.0792	0.13	1.0792
hei	36	11	0.71	1.5682	0.13	1.0792
heliport	21	11	0.41	1.3424	0.13	1.0792
hellcat	16	11	0.31	1.2304	0.13	1.0792
helplessness	12	11	0.24	1.1139	0.13	1.0792
highnesses	14	11	0.27	1.1761	0.13	1.0792
hightailed	11	11	0.22	1.0792	0.13	1.0792
hillcrest	15	11	0.29	1.2041	0.13	1.0792
hipster	12	11	0.24	1.1139	0.13	1.0792
hissed	13	11	0.25	1.1461	0.13	1.0792
hobos	11	11	0.22	1.0792	0.13	1.0792
hoc	13	11	0.25	1.1461	0.13	1.0792
holier	12	11	0.24	1.1139	0.13	1.0792
hollows	11	11	0.22	1.0792	0.13	1.0792
honeydew	14	11	0.27	1.1761	0.13	1.0792
hoodoo	18	11	0.35	1.2788	0.13	1.0792
hoofer	12	11	0.24	1.1139	0.13	1.0792
hoosegow	11	11	0.22	1.0792	0.13	1.0792
horoscopes	14	11	0.27	1.1761	0.13	1.0792
hotfoot	11	11	0.22	1.0792	0.13	1.0792
hubris	14	11	0.27	1.1761	0.13	1.0792
hummel	43	11	0.84	1.6435	0.13	1.0792
hydrangeas	14	11	0.27	1.1761	0.13	1.0792
hyperbole	11	11	0.22	1.0792	0.13	1.0792
hyperion	19	11	0.37	1.3010	0.13	1.0792
hypertensive	12	11	0.24	1.1139	0.13	1.0792
hypnotizing	12	11	0.24	1.1139	0.13	1.0792
ident	15	11	0.29	1.2041	0.13	1.0792
ie	14	11	0.27	1.1761	0.13	1.0792
iguanas	15	11	0.29	1.2041	0.13	1.0792
immaturity	11	11	0.22	1.0792	0.13	1.0792
immobilized	12	11	0.24	1.1139	0.13	1.0792
impersonators	17	11	0.33	1.2553	0.13	1.0792
imploded	11	11	0.22	1.0792	0.13	1.0792
importer	13	11	0.25	1.1461	0.13	1.0792
imprudent	12	11	0.24	1.1139	0.13	1.0792
impulsively	11	11	0.22	1.0792	0.13	1.0792
inarticulate	13	11	0.25	1.1461	0.13	1.0792
inauguration	11	11	0.22	1.0792	0.13	1.0792
incommunicado	12	11	0.24	1.1139	0.13	1.0792
inconsistency	13	11	0.25	1.1461	0.13	1.0792
incontinence	11	11	0.22	1.0792	0.13	1.0792
inconveniencing	12	11	0.24	1.1139	0.13	1.0792
incorruptible	11	11	0.22	1.0792	0.13	1.0792
incubated	12	11	0.24	1.1139	0.13	1.0792
incursion	13	11	0.25	1.1461	0.13	1.0792
inducted	12	11	0.24	1.1139	0.13	1.0792
indy	100	11	1.96	2.0043	0.13	1.0792
infest	14	11	0.27	1.1761	0.13	1.0792
inflammable	13	11	0.25	1.1461	0.13	1.0792
informally	13	11	0.25	1.1461	0.13	1.0792
inhumanity	11	11	0.22	1.0792	0.13	1.0792
inns	15	11	0.29	1.2041	0.13	1.0792
inopportune	13	11	0.25	1.1461	0.13	1.0792
insurmountable	14	11	0.27	1.1761	0.13	1.0792
intensified	13	11	0.25	1.1461	0.13	1.0792
intensify	12	11	0.24	1.1139	0.13	1.0792
interlocking	11	11	0.22	1.0792	0.13	1.0792
interracial	13	11	0.25	1.1461	0.13	1.0792
interrogator	17	11	0.33	1.2553	0.13	1.0792
inundated	11	11	0.22	1.0792	0.13	1.0792
investigates	11	11	0.22	1.0792	0.13	1.0792
ipecac	21	11	0.41	1.3424	0.13	1.0792
ipso	11	11	0.22	1.0792	0.13	1.0792
ir	17	11	0.33	1.2553	0.13	1.0792
ire	14	11	0.27	1.1761	0.13	1.0792
islanders	20	11	0.39	1.3222	0.13	1.0792
isotopes	14	11	0.27	1.1761	0.13	1.0792
itemized	12	11	0.24	1.1139	0.13	1.0792
jailbait	14	11	0.27	1.1761	0.13	1.0792
janes	12	11	0.24	1.1139	0.13	1.0792
jangling	11	11	0.22	1.0792	0.13	1.0792
jaundiced	11	11	0.22	1.0792	0.13	1.0792
jealousies	11	11	0.22	1.0792	0.13	1.0792
jellybean	23	11	0.45	1.3802	0.13	1.0792
jellybeans	12	11	0.24	1.1139	0.13	1.0792
jeopardizes	11	11	0.22	1.0792	0.13	1.0792
jerries	18	11	0.35	1.2788	0.13	1.0792
johnnies	17	11	0.33	1.2553	0.13	1.0792
jowls	16	11	0.31	1.2304	0.13	1.0792
judiciary	11	11	0.22	1.0792	0.13	1.0792
juicer	20	11	0.39	1.3222	0.13	1.0792
junky	23	11	0.45	1.3802	0.13	1.0792
jurist	13	11	0.25	1.1461	0.13	1.0792
kayak	26	11	0.51	1.4314	0.13	1.0792
kennels	18	11	0.35	1.2788	0.13	1.0792
kneels	12	11	0.24	1.1139	0.13	1.0792
knockwurst	18	11	0.35	1.2788	0.13	1.0792
koko	27	11	0.53	1.4472	0.13	1.0792
kraft	43	11	0.84	1.6435	0.13	1.0792
laddies	15	11	0.29	1.2041	0.13	1.0792
laird	60	11	1.18	1.7853	0.13	1.0792
landowners	12	11	0.24	1.1139	0.13	1.0792
larva	13	11	0.25	1.1461	0.13	1.0792
laryngeal	12	11	0.24	1.1139	0.13	1.0792
lawmen	11	11	0.22	1.0792	0.13	1.0792
laxatives	13	11	0.25	1.1461	0.13	1.0792
levelled	14	11	0.27	1.1761	0.13	1.0792
leveraged	12	11	0.24	1.1139	0.13	1.0792
lighthearted	11	11	0.22	1.0792	0.13	1.0792
lina	119	11	2.33	2.0792	0.13	1.0792
linden	59	11	1.16	1.7782	0.13	1.0792
linwood	20	11	0.39	1.3222	0.13	1.0792
livelong	13	11	0.25	1.1461	0.13	1.0792
lobbyists	15	11	0.29	1.2041	0.13	1.0792
lolly	11	11	0.22	1.0792	0.13	1.0792
longshoreman	14	11	0.27	1.1761	0.13	1.0792
loosed	12	11	0.24	1.1139	0.13	1.0792
loudmouthed	11	11	0.22	1.0792	0.13	1.0792
lounges	11	11	0.22	1.0792	0.13	1.0792
lulls	12	11	0.24	1.1139	0.13	1.0792
lumbering	12	11	0.24	1.1139	0.13	1.0792
lumberjacks	13	11	0.25	1.1461	0.13	1.0792
luncheons	12	11	0.24	1.1139	0.13	1.0792
lusts	11	11	0.22	1.0792	0.13	1.0792
lux	13	11	0.25	1.1461	0.13	1.0792
macao	16	11	0.31	1.2304	0.13	1.0792
macintosh	35	11	0.69	1.5563	0.13	1.0792
madden	29	11	0.57	1.4771	0.13	1.0792
magnate	12	11	0.24	1.1139	0.13	1.0792
mains	12	11	0.24	1.1139	0.13	1.0792
maison	12	11	0.24	1.1139	0.13	1.0792
makeovers	12	11	0.24	1.1139	0.13	1.0792
malted	14	11	0.27	1.1761	0.13	1.0792
mannish	14	11	0.27	1.1761	0.13	1.0792
marginally	11	11	0.22	1.0792	0.13	1.0792
mashing	12	11	0.24	1.1139	0.13	1.0792
masochistic	12	11	0.24	1.1139	0.13	1.0792
massively	11	11	0.22	1.0792	0.13	1.0792
mayors	11	11	0.22	1.0792	0.13	1.0792
meatpacking	12	11	0.24	1.1139	0.13	1.0792
medea	28	11	0.55	1.4624	0.13	1.0792
medicating	11	11	0.22	1.0792	0.13	1.0792
meld	12	11	0.24	1.1139	0.13	1.0792
menstruation	14	11	0.27	1.1761	0.13	1.0792
meowing	17	11	0.33	1.2553	0.13	1.0792
meritorious	13	11	0.25	1.1461	0.13	1.0792
merriment	12	11	0.24	1.1139	0.13	1.0792
mesquite	12	11	0.24	1.1139	0.13	1.0792
messrs	14	11	0.27	1.1761	0.13	1.0792
meted	11	11	0.22	1.0792	0.13	1.0792
mightily	11	11	0.22	1.0792	0.13	1.0792
migrant	13	11	0.25	1.1461	0.13	1.0792
mincing	14	11	0.27	1.1761	0.13	1.0792
miniscule	11	11	0.22	1.0792	0.13	1.0792
miniskirts	11	11	0.22	1.0792	0.13	1.0792
mire	22	11	0.43	1.3617	0.13	1.0792
mirth	11	11	0.22	1.0792	0.13	1.0792
misdirect	12	11	0.24	1.1139	0.13	1.0792
mishaps	12	11	0.24	1.1139	0.13	1.0792
mooching	11	11	0.22	1.0792	0.13	1.0792
mooing	12	11	0.24	1.1139	0.13	1.0792
moonbeams	16	11	0.31	1.2304	0.13	1.0792
moonwalk	32	11	0.63	1.5185	0.13	1.0792
morello	24	11	0.47	1.3979	0.13	1.0792
mortem	13	11	0.25	1.1461	0.13	1.0792
mos	15	11	0.29	1.2041	0.13	1.0792
motorbikes	12	11	0.24	1.1139	0.13	1.0792
muchacha	20	11	0.39	1.3222	0.13	1.0792
mucosa	13	11	0.25	1.1461	0.13	1.0792
muffle	11	11	0.22	1.0792	0.13	1.0792
mulling	16	11	0.31	1.2304	0.13	1.0792
murals	18	11	0.35	1.2788	0.13	1.0792
muses	23	11	0.45	1.3802	0.13	1.0792
mutilations	13	11	0.25	1.1461	0.13	1.0792
myrrh	13	11	0.25	1.1461	0.13	1.0792
mystifying	15	11	0.29	1.2041	0.13	1.0792
namesake	11	11	0.22	1.0792	0.13	1.0792
nape	12	11	0.24	1.1139	0.13	1.0792
narcissus	12	11	0.24	1.1139	0.13	1.0792
narcs	13	11	0.25	1.1461	0.13	1.0792
narrate	12	11	0.24	1.1139	0.13	1.0792
narrating	15	11	0.29	1.2041	0.13	1.0792
nationalities	12	11	0.24	1.1139	0.13	1.0792
naturalist	14	11	0.27	1.1761	0.13	1.0792
nautilus	41	11	0.80	1.6232	0.13	1.0792
nav	16	11	0.31	1.2304	0.13	1.0792
negatively	14	11	0.27	1.1761	0.13	1.0792
nether	20	11	0.39	1.3222	0.13	1.0792
nighthawk	27	11	0.53	1.4472	0.13	1.0792
nightmarish	11	11	0.22	1.0792	0.13	1.0792
nimbus	71	11	1.39	1.8573	0.13	1.0792
nitric	12	11	0.24	1.1139	0.13	1.0792
nitwits	13	11	0.25	1.1461	0.13	1.0792
noblemen	11	11	0.22	1.0792	0.13	1.0792
nomad	27	11	0.53	1.4472	0.13	1.0792
nome	41	11	0.80	1.6232	0.13	1.0792
norms	16	11	0.31	1.2304	0.13	1.0792
norwegians	14	11	0.27	1.1761	0.13	1.0792
nouns	13	11	0.25	1.1461	0.13	1.0792
novices	12	11	0.24	1.1139	0.13	1.0792
noxious	11	11	0.22	1.0792	0.13	1.0792
nutritionist	12	11	0.24	1.1139	0.13	1.0792
nymphs	29	11	0.57	1.4771	0.13	1.0792
objectify	11	11	0.22	1.0792	0.13	1.0792
obscenities	11	11	0.22	1.0792	0.13	1.0792
obstructions	11	11	0.22	1.0792	0.13	1.0792
odell	70	11	1.37	1.8513	0.13	1.0792
ogres	28	11	0.55	1.4624	0.13	1.0792
olympian	11	11	0.22	1.0792	0.13	1.0792
onyx	17	11	0.33	1.2553	0.13	1.0792
oppress	11	11	0.22	1.0792	0.13	1.0792
ord	31	11	0.61	1.5051	0.13	1.0792
orifices	12	11	0.24	1.1139	0.13	1.0792
osiris	15	11	0.29	1.2041	0.13	1.0792
ovarian	17	11	0.33	1.2553	0.13	1.0792
overdrawn	11	11	0.22	1.0792	0.13	1.0792
oversees	11	11	0.22	1.0792	0.13	1.0792
overtly	12	11	0.24	1.1139	0.13	1.0792
paddock	17	11	0.33	1.2553	0.13	1.0792
paine	141	11	2.76	2.1523	0.13	1.0792
pained	13	11	0.25	1.1461	0.13	1.0792
paler	13	11	0.25	1.1461	0.13	1.0792
pales	11	11	0.22	1.0792	0.13	1.0792
pandering	15	11	0.29	1.2041	0.13	1.0792
panhandler	14	11	0.27	1.1761	0.13	1.0792
papoose	11	11	0.22	1.0792	0.13	1.0792
paraded	11	11	0.22	1.0792	0.13	1.0792
parameter	13	11	0.25	1.1461	0.13	1.0792
paratrooper	16	11	0.31	1.2304	0.13	1.0792
parkin	13	11	0.25	1.1461	0.13	1.0792
parliamentary	12	11	0.24	1.1139	0.13	1.0792
parmigiana	15	11	0.29	1.2041	0.13	1.0792
passageways	12	11	0.24	1.1139	0.13	1.0792
pasties	11	11	0.22	1.0792	0.13	1.0792
patel	50	11	0.98	1.7076	0.13	1.0792
patella	12	11	0.24	1.1139	0.13	1.0792
pearce	88	11	1.73	1.9494	0.13	1.0792
pectorals	12	11	0.24	1.1139	0.13	1.0792
peculiarities	14	11	0.27	1.1761	0.13	1.0792
pedaling	11	11	0.22	1.0792	0.13	1.0792
peered	11	11	0.22	1.0792	0.13	1.0792
pelts	22	11	0.43	1.3617	0.13	1.0792
peon	11	11	0.22	1.0792	0.13	1.0792
percolating	11	11	0.22	1.0792	0.13	1.0792
perishable	13	11	0.25	1.1461	0.13	1.0792
pernicious	14	11	0.27	1.1761	0.13	1.0792
personage	11	11	0.22	1.0792	0.13	1.0792
persuades	13	11	0.25	1.1461	0.13	1.0792
pertain	14	11	0.27	1.1761	0.13	1.0792
philanderer	12	11	0.24	1.1139	0.13	1.0792
phosphorous	12	11	0.24	1.1139	0.13	1.0792
photocopy	15	11	0.29	1.2041	0.13	1.0792
physic	13	11	0.25	1.1461	0.13	1.0792
pic	29	11	0.57	1.4771	0.13	1.0792
pickers	16	11	0.31	1.2304	0.13	1.0792
piglet	108	11	2.12	2.0374	0.13	1.0792
piloted	11	11	0.22	1.0792	0.13	1.0792
pinkies	13	11	0.25	1.1461	0.13	1.0792
pinks	14	11	0.27	1.1761	0.13	1.0792
pipelines	13	11	0.25	1.1461	0.13	1.0792
piqued	12	11	0.24	1.1139	0.13	1.0792
pish	11	11	0.22	1.0792	0.13	1.0792
pleadings	12	11	0.24	1.1139	0.13	1.0792
plexiglas	15	11	0.29	1.2041	0.13	1.0792
plumes	18	11	0.35	1.2788	0.13	1.0792
podunk	16	11	0.31	1.2304	0.13	1.0792
polled	13	11	0.25	1.1461	0.13	1.0792
pollyanna	11	11	0.22	1.0792	0.13	1.0792
polygamy	19	11	0.37	1.3010	0.13	1.0792
polyp	13	11	0.25	1.1461	0.13	1.0792
pon	17	11	0.33	1.2553	0.13	1.0792
ponderous	11	11	0.22	1.0792	0.13	1.0792
pooled	14	11	0.27	1.1761	0.13	1.0792
poolroom	18	11	0.35	1.2788	0.13	1.0792
populate	12	11	0.24	1.1139	0.13	1.0792
porcupines	14	11	0.27	1.1761	0.13	1.0792
posses	11	11	0.22	1.0792	0.13	1.0792
possibles	12	11	0.24	1.1139	0.13	1.0792
potentate	12	11	0.24	1.1139	0.13	1.0792
pounder	12	11	0.24	1.1139	0.13	1.0792
practitioners	12	11	0.24	1.1139	0.13	1.0792
precedents	11	11	0.22	1.0792	0.13	1.0792
predestined	13	11	0.25	1.1461	0.13	1.0792
premieres	13	11	0.25	1.1461	0.13	1.0792
prerecorded	12	11	0.24	1.1139	0.13	1.0792
preventative	14	11	0.27	1.1761	0.13	1.0792
pricking	11	11	0.22	1.0792	0.13	1.0792
principally	11	11	0.22	1.0792	0.13	1.0792
printouts	11	11	0.22	1.0792	0.13	1.0792
prism	41	11	0.80	1.6232	0.13	1.0792
proboscis	14	11	0.27	1.1761	0.13	1.0792
prods	14	11	0.27	1.1761	0.13	1.0792
proffered	11	11	0.22	1.0792	0.13	1.0792
programmers	14	11	0.27	1.1761	0.13	1.0792
projectionist	16	11	0.31	1.2304	0.13	1.0792
proliferation	12	11	0.24	1.1139	0.13	1.0792
prominently	11	11	0.22	1.0792	0.13	1.0792
prongs	13	11	0.25	1.1461	0.13	1.0792
pronoun	12	11	0.24	1.1139	0.13	1.0792
proportional	14	11	0.27	1.1761	0.13	1.0792
prospering	11	11	0.22	1.0792	0.13	1.0792
prowlers	19	11	0.37	1.3010	0.13	1.0792
prussian	12	11	0.24	1.1139	0.13	1.0792
psychotherapist	12	11	0.24	1.1139	0.13	1.0792
pubis	13	11	0.25	1.1461	0.13	1.0792
publicized	11	11	0.22	1.0792	0.13	1.0792
puckered	12	11	0.24	1.1139	0.13	1.0792
pueblo	13	11	0.25	1.1461	0.13	1.0792
pulsar	28	11	0.55	1.4624	0.13	1.0792
pulverize	11	11	0.22	1.0792	0.13	1.0792
punters	11	11	0.22	1.0792	0.13	1.0792
purist	11	11	0.22	1.0792	0.13	1.0792
purty	11	11	0.22	1.0792	0.13	1.0792
pussycats	14	11	0.27	1.1761	0.13	1.0792
pygmies	28	11	0.55	1.4624	0.13	1.0792
qt	15	11	0.29	1.2041	0.13	1.0792
quads	13	11	0.25	1.1461	0.13	1.0792
quantify	13	11	0.25	1.1461	0.13	1.0792
quarrelled	11	11	0.22	1.0792	0.13	1.0792
quesadilla	11	11	0.22	1.0792	0.13	1.0792
railways	13	11	0.25	1.1461	0.13	1.0792
rainwater	11	11	0.22	1.0792	0.13	1.0792
rales	17	11	0.33	1.2553	0.13	1.0792
ranching	12	11	0.24	1.1139	0.13	1.0792
rattlers	12	11	0.24	1.1139	0.13	1.0792
ravished	11	11	0.22	1.0792	0.13	1.0792
rc	74	11	1.45	1.8751	0.13	1.0792
readjustment	13	11	0.25	1.1461	0.13	1.0792
reapply	14	11	0.27	1.1761	0.13	1.0792
reassess	13	11	0.25	1.1461	0.13	1.0792
receptions	12	11	0.24	1.1139	0.13	1.0792
recitals	11	11	0.22	1.0792	0.13	1.0792
reconnoiter	12	11	0.24	1.1139	0.13	1.0792
recounts	54	11	1.06	1.7404	0.13	1.0792
recurrent	13	11	0.25	1.1461	0.13	1.0792
rediscover	11	11	0.22	1.0792	0.13	1.0792
rediscovered	11	11	0.22	1.0792	0.13	1.0792
redouble	11	11	0.22	1.0792	0.13	1.0792
redress	11	11	0.22	1.0792	0.13	1.0792
referrals	15	11	0.29	1.2041	0.13	1.0792
refunded	11	11	0.22	1.0792	0.13	1.0792
regatta	28	11	0.55	1.4624	0.13	1.0792
regimes	14	11	0.27	1.1761	0.13	1.0792
registrations	13	11	0.25	1.1461	0.13	1.0792
regress	15	11	0.29	1.2041	0.13	1.0792
regurgitate	12	11	0.24	1.1139	0.13	1.0792
reinstating	11	11	0.22	1.0792	0.13	1.0792
reinventing	11	11	0.22	1.0792	0.13	1.0792
rejoiced	11	11	0.22	1.0792	0.13	1.0792
remotes	17	11	0.33	1.2553	0.13	1.0792
remotest	11	11	0.22	1.0792	0.13	1.0792
remuneration	11	11	0.22	1.0792	0.13	1.0792
rename	11	11	0.22	1.0792	0.13	1.0792
renege	11	11	0.22	1.0792	0.13	1.0792
renounced	15	11	0.29	1.2041	0.13	1.0792
reoccurring	11	11	0.22	1.0792	0.13	1.0792
repainting	11	11	0.22	1.0792	0.13	1.0792
reparations	14	11	0.27	1.1761	0.13	1.0792
repayment	12	11	0.24	1.1139	0.13	1.0792
repentant	12	11	0.24	1.1139	0.13	1.0792
repository	13	11	0.25	1.1461	0.13	1.0792
repressive	12	11	0.24	1.1139	0.13	1.0792
reprobate	11	11	0.22	1.0792	0.13	1.0792
repute	11	11	0.22	1.0792	0.13	1.0792
rerouting	13	11	0.25	1.1461	0.13	1.0792
resale	12	11	0.24	1.1139	0.13	1.0792
residences	12	11	0.24	1.1139	0.13	1.0792
resonates	11	11	0.22	1.0792	0.13	1.0792
retailers	12	11	0.24	1.1139	0.13	1.0792
revisionist	13	11	0.25	1.1461	0.13	1.0792
revitalize	13	11	0.25	1.1461	0.13	1.0792
revolutionized	11	11	0.22	1.0792	0.13	1.0792
revved	12	11	0.24	1.1139	0.13	1.0792
rewiring	17	11	0.33	1.2553	0.13	1.0792
rh	19	11	0.37	1.3010	0.13	1.0792
rhinos	13	11	0.25	1.1461	0.13	1.0792
ricotta	13	11	0.25	1.1461	0.13	1.0792
righting	11	11	0.22	1.0792	0.13	1.0792
ringmaster	20	11	0.39	1.3222	0.13	1.0792
riverboat	20	11	0.39	1.3222	0.13	1.0792
roadway	11	11	0.22	1.0792	0.13	1.0792
roasts	13	11	0.25	1.1461	0.13	1.0792
romanticize	11	11	0.22	1.0792	0.13	1.0792
rotors	12	11	0.24	1.1139	0.13	1.0792
roughnecks	21	11	0.41	1.3424	0.13	1.0792
roused	11	11	0.22	1.0792	0.13	1.0792
rousting	11	11	0.22	1.0792	0.13	1.0792
rubes	13	11	0.25	1.1461	0.13	1.0792
sacs	12	11	0.24	1.1139	0.13	1.0792
sagittarius	14	11	0.27	1.1761	0.13	1.0792
sainthood	11	11	0.22	1.0792	0.13	1.0792
salesmanship	11	11	0.22	1.0792	0.13	1.0792
sandbags	11	11	0.22	1.0792	0.13	1.0792
sanding	12	11	0.24	1.1139	0.13	1.0792
sanest	12	11	0.24	1.1139	0.13	1.0792
satanist	11	11	0.22	1.0792	0.13	1.0792
saviors	11	11	0.22	1.0792	0.13	1.0792
savoring	13	11	0.25	1.1461	0.13	1.0792
savory	11	11	0.22	1.0792	0.13	1.0792
scads	12	11	0.24	1.1139	0.13	1.0792
scaffolding	12	11	0.24	1.1139	0.13	1.0792
scag	21	11	0.41	1.3424	0.13	1.0792
scallops	21	11	0.41	1.3424	0.13	1.0792
scandinavia	14	11	0.27	1.1761	0.13	1.0792
schoolbooks	15	11	0.29	1.2041	0.13	1.0792
scrapping	11	11	0.22	1.0792	0.13	1.0792
scrawl	12	11	0.24	1.1139	0.13	1.0792
scrutinize	11	11	0.22	1.0792	0.13	1.0792
scry	15	11	0.29	1.2041	0.13	1.0792
scuffed	11	11	0.22	1.0792	0.13	1.0792
scut	19	11	0.37	1.3010	0.13	1.0792
scuttled	13	11	0.25	1.1461	0.13	1.0792
seamanship	13	11	0.25	1.1461	0.13	1.0792
seconded	20	11	0.39	1.3222	0.13	1.0792
secrete	11	11	0.22	1.0792	0.13	1.0792
secreted	12	11	0.24	1.1139	0.13	1.0792
sedition	23	11	0.45	1.3802	0.13	1.0792
seducer	20	11	0.39	1.3222	0.13	1.0792
seizes	12	11	0.24	1.1139	0.13	1.0792
seneca	20	11	0.39	1.3222	0.13	1.0792
serrated	12	11	0.24	1.1139	0.13	1.0792
shard	37	11	0.73	1.5798	0.13	1.0792
shelving	12	11	0.24	1.1139	0.13	1.0792
sherpa	15	11	0.29	1.2041	0.13	1.0792
shill	14	11	0.27	1.1761	0.13	1.0792
shipboard	11	11	0.22	1.0792	0.13	1.0792
shoestring	13	11	0.25	1.1461	0.13	1.0792
shredder	17	11	0.33	1.2553	0.13	1.0792
signalling	11	11	0.22	1.0792	0.13	1.0792
silt	17	11	0.33	1.2553	0.13	1.0792
simpering	13	11	0.25	1.1461	0.13	1.0792
simplified	11	11	0.22	1.0792	0.13	1.0792
singling	11	11	0.22	1.0792	0.13	1.0792
siphon	14	11	0.27	1.1761	0.13	1.0792
sisterly	13	11	0.25	1.1461	0.13	1.0792
skewered	11	11	0.22	1.0792	0.13	1.0792
skyway	16	11	0.31	1.2304	0.13	1.0792
slandered	14	11	0.27	1.1761	0.13	1.0792
slapstick	12	11	0.24	1.1139	0.13	1.0792
slashes	13	11	0.25	1.1461	0.13	1.0792
slavers	46	11	0.90	1.6721	0.13	1.0792
slimmer	11	11	0.22	1.0792	0.13	1.0792
slither	11	11	0.22	1.0792	0.13	1.0792
slithering	12	11	0.24	1.1139	0.13	1.0792
slouching	13	11	0.25	1.1461	0.13	1.0792
slowdown	15	11	0.29	1.2041	0.13	1.0792
smallish	14	11	0.27	1.1761	0.13	1.0792
smearing	11	11	0.22	1.0792	0.13	1.0792
smears	12	11	0.24	1.1139	0.13	1.0792
smithy	63	11	1.24	1.8062	0.13	1.0792
smokehouse	18	11	0.35	1.2788	0.13	1.0792
snags	12	11	0.24	1.1139	0.13	1.0792
snappish	18	11	0.35	1.2788	0.13	1.0792
snarky	12	11	0.24	1.1139	0.13	1.0792
snatches	11	11	0.22	1.0792	0.13	1.0792
sneered	11	11	0.22	1.0792	0.13	1.0792
sniping	13	11	0.25	1.1461	0.13	1.0792
sofer	13	11	0.25	1.1461	0.13	1.0792
solos	21	11	0.41	1.3424	0.13	1.0792
songwriters	16	11	0.31	1.2304	0.13	1.0792
sook	14	11	0.27	1.1761	0.13	1.0792
soonest	11	11	0.22	1.0792	0.13	1.0792
soupy	12	11	0.24	1.1139	0.13	1.0792
soured	11	11	0.22	1.0792	0.13	1.0792
soybeans	14	11	0.27	1.1761	0.13	1.0792
sparse	11	11	0.22	1.0792	0.13	1.0792
specialise	12	11	0.24	1.1139	0.13	1.0792
spewed	11	11	0.22	1.0792	0.13	1.0792
spiritualism	15	11	0.29	1.2041	0.13	1.0792
spitball	13	11	0.25	1.1461	0.13	1.0792
sponging	12	11	0.24	1.1139	0.13	1.0792
spooking	12	11	0.24	1.1139	0.13	1.0792
sportsmen	12	11	0.24	1.1139	0.13	1.0792
sprockets	23	11	0.45	1.3802	0.13	1.0792
spurned	11	11	0.22	1.0792	0.13	1.0792
spurting	11	11	0.22	1.0792	0.13	1.0792
squats	12	11	0.24	1.1139	0.13	1.0792
squinting	12	11	0.24	1.1139	0.13	1.0792
stadiums	13	11	0.25	1.1461	0.13	1.0792
staffers	12	11	0.24	1.1139	0.13	1.0792
staircases	12	11	0.24	1.1139	0.13	1.0792
stammers	13	11	0.25	1.1461	0.13	1.0792
stampeded	12	11	0.24	1.1139	0.13	1.0792
standoffish	11	11	0.22	1.0792	0.13	1.0792
stealer	12	11	0.24	1.1139	0.13	1.0792
stemming	12	11	0.24	1.1139	0.13	1.0792
stetson	18	11	0.35	1.2788	0.13	1.0792
stiffer	11	11	0.22	1.0792	0.13	1.0792
stigmata	21	11	0.41	1.3424	0.13	1.0792
stomachaches	12	11	0.24	1.1139	0.13	1.0792
stooped	11	11	0.22	1.0792	0.13	1.0792
storekeeper	17	11	0.33	1.2553	0.13	1.0792
strainer	14	11	0.27	1.1761	0.13	1.0792
straitjackets	11	11	0.22	1.0792	0.13	1.0792
strongbox	16	11	0.31	1.2304	0.13	1.0792
stucco	19	11	0.37	1.3010	0.13	1.0792
stumpy	67	11	1.31	1.8325	0.13	1.0792
stylized	12	11	0.24	1.1139	0.13	1.0792
subdivision	29	11	0.57	1.4771	0.13	1.0792
subhuman	11	11	0.22	1.0792	0.13	1.0792
subsection	18	11	0.35	1.2788	0.13	1.0792
subsides	12	11	0.24	1.1139	0.13	1.0792
subtracting	12	11	0.24	1.1139	0.13	1.0792
succotash	18	11	0.35	1.2788	0.13	1.0792
succumbing	11	11	0.22	1.0792	0.13	1.0792
sumatra	22	11	0.43	1.3617	0.13	1.0792
sumerian	12	11	0.24	1.1139	0.13	1.0792
summarily	11	11	0.22	1.0792	0.13	1.0792
superficially	11	11	0.22	1.0792	0.13	1.0792
superimpose	11	11	0.22	1.0792	0.13	1.0792
supersedes	11	11	0.22	1.0792	0.13	1.0792
suppers	12	11	0.24	1.1139	0.13	1.0792
